"PREC"	"EVAP"	"XAJ_test.Qsim...runif.1..0.8..1.2."
5.356	2.631	3.882
2.558	2.868	3.976
4.154	2.771	4.257
4.206	2.454	4.644
1.099	3.173	4.432
1.27	2.683	3.893
0.309	2.902	3.287
2.163	2.905	2.773
0.017	3.77	2.454
0.275	2.6	2.154
7.897	3.099	3.2
1.974	3.25	3.715
0.017	2.366	3.654
1.425	3.137	3.123
2.386	2.652	2.641
0.687	2.637	2.356
0	2.348	2.083
0.395	2.333	1.783
1.288	2.211	1.562
1.236	2.839	1.471
0.086	2.715	1.416
0.755	2.401	1.304
1.219	2.285	1.213
1.064	2.121	1.183
0	2.829	1.149
0.137	2.728	1.042
0	1.999	0.92
2.523	1.669	1.026
1.854	2.324	1.148
2.815	2.087	1.42
0.086	2.278	1.495
0	2.405	1.342
0.069	1.974	1.096
0.086	1.962	0.898
0.464	2.414	0.777
0	2.371	0.718
0.052	1.658	0.663
0.275	2.397	0.611
0.738	2.396	0.59
0	1.866	0.597
0.258	1.669	0.57
0.017	2.275	0.531
0.378	1.59	0.492
0.12	1.248	0.473
0.172	1.5	0.453
0.017	1.675	0.429
0.309	1.897	0.402
1.768	0.731	0.557
0.79	1.472	0.666
1.253	2.221	0.713
0.137	1.205	0.707
0.79	1.78	0.633
1.081	1.827	0.579
4.824	1.441	1.078
2.369	1.964	1.497
0.154	1.449	1.577
0.309	1.31	1.334
9.596	1.531	2.256
0.137	1.559	2.853
0	1.009	2.743
0	2.073	2.142
0	1.873	1.564
0	1.519	1.167
1.185	1.417	0.939
0.017	1.729	0.854
0	1.541	0.765
0	1.491	0.655
0	0.994	0.559
1.236	1.282	0.512
0.172	1.112	0.536
0.91	1.868	0.537
0	1.309	0.527
0	1.837	0.471
2.026	1.431	0.509
0.017	0.925	0.576
0.069	0.925	0.555
0.292	1.045	0.471
0.12	1.633	0.402
1.614	1.506	0.4
0.052	1.621	0.453
0.137	0.876	0.439
0	1.697	0.373
0	1.464	0.304
0.223	1.62	0.256
0.258	1.214	0.24
0.12	1.378	0.239
0.154	1.863	0.232
0	1.486	0.218
1.202	1.616	0.216
0.189	1.21	0.268
0.017	1	0.279
1.373	1.607	0.26
1.322	2.085	0.315
0.944	1.547	0.393
0.154	0.805	0.412
1.064	0.893	0.388
4.36	1.211	0.768
0.738	1.479	1.022
0.378	0.933	1.021
0.223	1.369	0.825
1.356	1.466	0.631
0.567	1.235	0.552
0	1.292	0.49
0	1.873	0.392
0.034	1.718	0.295
0	1.553	0.228
0	1.726	0.186
0.069	1.668	0.161
0	1.325	0.147
0	1.14	0.135
0.034	0.955	0.124
0.034	1.476	0.116
0.086	0.847	0.111
0.052	1.12	0.11
0.103	1.877	0.108
0.034	1.459	0.107
0.498	1.08	0.109
0.12	1.355	0.131
0.069	1.355	0.136
0	1.529	0.121
0	0.826	0.099
0.017	1.281	0.081
0	0.999	0.07
0.052	1.417	0.064
0.292	1.599	0.067
0.635	1.31	0.092
1.751	1.619	0.18
1.854	1.242	0.376
0.292	1.604	0.487
0.721	1.344	0.458
1.305	1.5	0.396
1.528	1.04	0.446
0.498	0.977	0.475
0.841	1.463	0.438
0.069	1.082	0.376
0.017	1.561	0.286
0.12	1.472	0.198
0.206	1.376	0.144
0	1.281	0.12
0	1.74	0.099
0.069	1.313	0.079
0.103	1.457	0.07
0.687	1.485	0.078
3.588	1.284	0.376
2.558	1.844	0.744
1.185	1.153	0.943
1.871	1.471	0.962
1.339	1.747	0.878
0.103	1.417	0.759
1.133	1.306	0.594
9.116	1.271	1.361
3.639	1.22	2.342
1.837	1.313	2.699
1.442	1.269	2.421
0.532	1.469	1.911
0.137	1.421	1.426
0	1.593	1.039
0	1.842	0.764
0	1.741	0.584
0.275	1.759	0.473
0	1.845	0.413
0.275	1.807	0.367
0.738	1.571	0.347
0	1.58	0.354
0	1.593	0.325
0.189	1.842	0.276
0.309	1.62	0.246
0	1.913	0.235
0.172	1.681	0.215
0.034	1.57	0.197
0.395	1.296	0.184
0	2.176	0.187
0	2.213	0.174
0.017	2.184	0.151
0.052	2.223	0.132
0.893	1.712	0.135
2.764	1.794	0.31
0	1.442	0.484
0.429	1.663	0.487
0	2.455	0.393
0.738	1.953	0.299
0.052	2.495	0.261
0	2.427	0.222
0	1.886	0.173
0.532	2.129	0.142
2.266	1.884	0.223
2.472	1.945	0.447
0.103	2.237	0.6
0.034	2.694	0.545
2.455	2.159	0.462
2.695	2.473	0.552
0.464	1.71	0.666
0.292	2.669	0.615
0.017	2.62	0.462
0.034	2.493	0.312
0	2.474	0.207
0	2.583	0.144
0	2.837	0.11
1.133	2.718	0.109
2.781	2.549	0.238
0.687	3.204	0.424
3.296	3.012	0.551
0.137	2.635	0.645
5.39	2.542	0.865
11.244	2.279	1.95
1.288	2.289	2.746
3.914	2.486	2.887
0.017	2.637	2.436
0	3.178	1.796
0.069	2.931	1.218
0.034	3.164	0.83
0.79	2.896	0.613
0.258	2.961	0.529
0.017	2.275	0.47
0.378	3.315	0.402
5.013	3.468	0.553
0.618	3.143	0.818
4.017	3.21	0.997
0	3.151	1.056
0.034	2.742	0.897
0.996	3.068	0.654
0.052	3.127	0.508
0.446	3.755	0.405
0.223	4.278	0.339
0.069	3.966	0.29
0.017	4.317	0.242
6.746	3.431	0.523
0.034	3.351	0.908
2.455	3.665	0.994
3.725	2.789	1.038
2.317	3.069	1.094
1.459	2.942	1.075
2.953	2.989	0.983
3.365	3.149	0.989
0.79	3.195	1.011
0.017	4.084	0.868
0.996	3.429	0.631
2.421	3.09	0.509
1.425	2.811	0.552
2.575	2.493	0.624
0.996	3.287	0.682
5.991	3.385	0.886
4.91	2.89	1.329
3.382	3.109	1.642
1.013	3.342	1.61
4.498	3.32	1.459
3.725	3.215	1.442
1.047	3.459	1.408
1.528	3.705	1.206
0.738	3.936	0.965
0.326	3.376	0.743
0.137	4.029	0.549
0.652	3.779	0.406
0.532	3.692	0.343
1.923	3.869	0.342
0.669	3.708	0.415
0.893	3.797	0.437
0	4.04	0.404
2.3	3.204	0.352
0.103	3.696	0.397
2.317	3.802	0.406
1.236	3.805	0.466
0.395	4.124	0.489
1.545	4.039	0.436
0.498	3.973	0.412
0.223	4.355	0.363
6.798	3.889	0.532
2.781	3.977	0.9
0.309	3.326	1.082
0.481	4.181	0.902
0.309	3.998	0.628
0.343	3.617	0.421
2.712	3.532	0.338
0.584	3.536	0.422
12.583	3.419	1.064
0.412	3.176	1.799
0.927	3.24	1.859
2.97	3.572	1.456
0.343	3.617	1.146
1.614	3.63	0.88
7.502	3.587	0.994
0.979	3.693	1.283
16.411	3.437	2.2
6.764	2.956	3.551
1.494	3.912	3.888
0.258	3.196	3.199
9.836	3.503	2.807
13.236	3.741	3.73
9.03	4.136	5.147
1.596	3.976	5.363
3.073	3.28	4.522
2.987	4.264	3.471
0.103	4.485	2.669
0.893	4.101	2
4.086	4.105	1.596
5.751	3.154	1.823
2.472	3.624	2.03
6.746	3.168	2.406
1.099	4.195	2.473
4.584	3.824	2.346
1.391	3.999	2.115
2.815	3.409	1.827
1.751	4.633	1.596
2.094	3.409	1.405
0.309	3.91	1.239
5.184	3.701	1.221
2.712	2.69	1.369
7.777	3.116	1.916
2.678	2.855	2.28
2.729	3.793	2.233
0.24	3.845	1.915
2.867	3.958	1.501
1.373	3.438	1.27
8.583	3.104	1.661
3.09	3.885	2.059
3.296	3.301	2.187
8	3.11	2.524
2.043	3.911	2.643
4.086	3.4	2.542
3.365	4.209	2.264
4.91	3.637	2.184
4.326	3.479	2.225
1.717	2.638	2.133
4.48	2.874	2.065
5.974	2.549	2.352
2.18	3.248	2.44
2.283	3.412	2.243
1.459	3.123	1.898
13.03	2.816	2.789
3.862	3.356	3.771
5.991	3.491	4.307
1.476	2.517	3.977
4.069	2.9	3.49
3.76	2.853	3.136
6.42	2.708	3.417
4.618	2.305	3.837
3.348	2.413	3.928
1.94	3.055	3.531
3.21	3.146	3.033
3.519	3.141	2.723
3.279	3.174	2.544
2.163	2.337	2.347
6.746	3.178	2.778
2.438	2.585	2.947
0.841	3.055	2.753
0.532	2.918	2.276
0.034	3.285	1.779
7.622	3.047	2.214
0.824	3.135	2.526
3.176	3.695	2.479
8.068	3.455	3.097
15.828	3.058	5.788
2.678	2.884	7.482
4.944	3.15	7.637
0	2.849	6.394
0.395	3.773	4.87
1.27	3.145	3.632
0.412	3.839	2.845
0	2.545	2.321
0.017	2.999	1.921
2.369	2.635	1.655
0.275	3.411	1.577
1.442	2.997	1.48
3.021	2.418	1.538
2.627	2.906	1.61
1.614	2.438	1.646
1.871	3.318	1.569
1.133	2.972	1.447
2.575	2.547	1.352
0.875	2.451	1.301
1.923	2.417	1.213
0.378	2.763	1.132
0.652	1.933	1.001
0.91	2.221	0.875
5.596	1.616	1.41
0.189	2.476	1.726
0.979	2.898	1.674
2.764	2.771	1.484
5.253	2.013	1.879
3.691	2.065	2.378
2.953	2.461	2.582
4.189	2.475	2.731
1.013	2.431	2.568
2.386	2.292	2.262
0.824	1.926	1.931
6.746	2.246	2.364
0.12	2.274	2.547
0.721	1.397	2.327
1.339	2.207	1.905
0.652	2.09	1.572
0.429	2.189	1.32
0.944	1.849	1.124
2.094	1.889	1.07
1.734	1.726	1.109
0.549	2.19	1.113
0	2.454	1.001
0.807	2.171	0.833
0.755	1.692	0.731
1.991	1.766	0.75
0.944	1.532	0.805
0.412	1.8	0.801
0.034	2.054	0.709
2.094	2.437	0.615
0.24	2.095	0.634
0	1.651	0.601
0.223	2.328	0.505
3.794	1.828	0.711
4.24	1.894	1.264
3.056	1.753	1.777
0.069	1.788	1.836
0.052	1.772	1.531
0.069	2.022	1.14
0.824	2.027	0.855
2.884	1.839	0.887
0.137	1.889	0.964
0.772	1.847	0.911
0.052	1.246	0.786
2.009	1.586	0.729
10.506	1.663	1.879
8.6	1.165	3.86
0.292	1.609	4.655
0	1.748	4.122
0.086	1.922	3.052
3.571	1.259	2.525
0.91	1.387	2.208
0	1.613	1.924
0.086	1.063	1.569
0.137	1.802	1.252
0	1.471	1.023
0	1.405	0.86
1.047	1.404	0.756
0.36	1.083	0.735
0.086	1.299	0.703
0	1.631	0.629
0.034	1.749	0.545
0	1.681	0.478
0	1.424	0.427
0	1.32	0.388
0	1.498	0.359
0	1.221	0.335
0.103	1.528	0.316
0.103	1.239	0.306
0.292	1.269	0.302
0.446	1.751	0.311
0.017	1.662	0.323
0.052	1.217	0.306
0	1.875	0.275
0.378	1.185	0.251
0.858	1.431	0.265
0.944	1.273	0.32
0.223	1.291	0.369
0.034	1.212	0.352
0.034	0.856	0.293
0.034	1.464	0.236
0	1.195	0.198
0.069	1.603	0.174
0	1.161	0.162
0	1.357	0.152
0	1.801	0.142
0	1.217	0.134
0.086	1.47	0.128
0	0.92	0.127
0.086	1.177	0.125
1.494	0.713	0.21
1.94	0.594	0.443
1.408	1.162	0.632
0.034	1.668	0.672
0.24	1.473	0.564
0.034	1.286	0.425
0.927	1.451	0.328
0.017	1.283	0.306
0.069	1.509	0.271
0.549	1.377	0.229
0.515	0.949	0.225
2.729	1.118	0.399
0	1.797	0.539
0	1.869	0.519
0	1.165	0.392
0	1.273	0.275
0	1.173	0.199
0	1.765	0.156
0.103	1.865	0.133
0.017	1.102	0.123
0.772	0.951	0.127
0.464	0.487	0.17
0.223	1.145	0.202
0.103	1.5	0.194
1.202	1.525	0.181
4.635	1.628	0.503
1.408	1.456	0.837
0.103	1.715	0.908
0.12	1.694	0.725
0	1.43	0.498
0	1.619	0.329
0.034	1.364	0.226
0	1.023	0.17
0	1.474	0.138
0.034	1.657	0.118
0.017	1.374	0.106
0.24	1.154	0.101
0	1.963	0.106
0	1.27	0.101
0	1.677	0.088
1.305	1.804	0.096
1.081	1.219	0.183
1.322	1.251	0.29
1.459	1.866	0.367
0.429	1.784	0.408
0.395	1.444	0.365
1.322	1.436	0.303
0.429	1.497	0.298
0	1.47	0.271
0	1.624	0.199
0.206	2.039	0.13
1.528	1.162	0.146
0.721	1.842	0.227
1.991	1.127	0.357
2.832	1.208	0.587
0.601	1.328	0.716
1.888	1.462	0.728
0	2.101	0.659
0	2.391	0.509
1.596	1.782	0.366
0	1.561	0.341
0.069	1.781	0.293
0.704	1.744	0.227
1.751	1.691	0.241
0.24	1.416	0.315
3.88	1.869	0.492
1.459	1.606	0.673
0.103	1.677	0.721
0	2.108	0.571
0.017	1.922	0.376
0	2.247	0.234
0.429	1.878	0.158
0.069	2.559	0.142
1.185	1.88	0.147
0	1.879	0.195
0	2.149	0.188
0.275	2.207	0.144
6.781	1.716	0.509
1.717	1.731	0.997
0.961	2.135	1.151
0	2.221	0.974
0	2.318	0.681
0.017	2.181	0.436
0.446	1.807	0.289
0.086	1.848	0.232
0	2.33	0.197
0.086	2.47	0.16
1.631	2.434	0.159
1.459	2.238	0.258
0.069	2.203	0.351
0	2.118	0.318
0.498	2.976	0.231
0.034	2.439	0.181
0.755	2.631	0.154
0.292	3.067	0.166
0	2.647	0.165
0.721	2.572	0.144
0.103	2.669	0.15
0.103	2.094	0.14
0.069	2.776	0.114
0	2.811	0.087
1.013	1.931	0.081
0.652	2.66	0.137
0.137	2.631	0.182
0.687	3.074	0.177
2.215	2.472	0.206
3.056	2.505	0.383
0.326	3.018	0.555
2.043	2.777	0.551
10.815	2.513	1.062
0.601	2.772	1.658
0	2.653	1.66
0.275	2.779	1.194
0	3.39	0.748
0	3.287	0.455
0.086	3.086	0.289
0.412	2.999	0.211
2.729	2.985	0.232
0.601	3.048	0.381
0.875	3.106	0.437
1.408	2.995	0.42
0.412	2.9	0.41
0.875	3.016	0.365
0.275	3.266	0.32
0.034	3.106	0.259
0.258	3.778	0.188
2.077	3.721	0.174
7.982	2.864	0.577
0.223	3.773	1.06
1.27	3.118	1.106
1.167	3.046	0.885
6.798	2.967	0.911
17.27	2.879	2.11
0.772	3.312	3.323
2.249	3.078	3.301
2.455	2.436	2.561
10.472	2.43	2.534
1.408	2.387	2.721
2.317	3.081	2.507
8.686	2.497	2.675
6.317	3.044	3.22
4.395	3.842	3.469
1.356	4.056	3.168
0	4.443	2.519
0.618	5.315	1.817
1.562	4.294	1.33
0.996	3.805	1.099
4.824	3.546	1.143
0.464	3.242	1.27
0.549	4.162	1.192
1.253	2.826	0.981
0.017	3.869	0.816
15.604	3.142	1.751
2.386	3.642	2.849
1.459	4.353	3.075
0.017	3.869	2.488
2.575	4.209	1.781
1.596	3.733	1.387
0.498	3.837	1.175
1.133	3.636	0.977
0.017	3.731	0.821
5.03	2.901	0.875
1.631	2.481	1.062
3.073	3.008	1.18
0.875	3.571	1.176
1.888	3.758	1.047
1.408	3.574	0.927
0.275	3.75	0.818
0.395	4.315	0.665
1.202	4.411	0.537
0	3.801	0.486
2.953	3.427	0.461
2.867	3.806	0.595
3.296	4.054	0.792
0.172	3.845	0.909
1.339	4.088	0.798
1.339	4.572	0.661
0.464	3.667	0.577
4.223	3.903	0.571
1.476	4.07	0.722
1.871	4.245	0.79
2.335	4.033	0.778
2.369	3.874	0.781
4.086	3.784	0.855
3.382	3.611	0.996
3.639	3.996	1.104
2.352	3.833	1.144
1.099	3.773	1.057
0.12	4.119	0.843
0.464	4.139	0.583
5.098	4.508	0.51
0.652	4.604	0.693
0.429	4.207	0.717
1.596	4.249	0.586
1.734	4.322	0.521
10.884	4.145	0.986
1.648	3.721	1.6
16.634	3.458	2.716
0.944	3.175	3.553
2.111	4.473	3.361
0.601	3.832	2.541
2.936	3.395	1.775
3.073	3.241	1.397
4.309	3.508	1.368
1.339	3.177	1.391
1.871	3.542	1.262
6.712	3.773	1.339
2.918	4.244	1.525
0.738	4.179	1.536
6.661	3.962	1.511
12.841	3.22	2.381
0.378	3.548	3.091
0.292	4.329	2.86
3.811	3.352	2.181
0.154	3.903	1.695
2.317	3.34	1.323
2.009	3.632	1.125
0.79	3.886	1.025
10.231	3.249	1.409
1.322	3.853	1.889
7.828	3.605	2.295
9.802	3.851	2.956
2.558	3.474	3.279
0.481	3.809	2.955
0.446	4.263	2.209
1.545	3.56	1.546
2.815	3.657	1.202
15.244	3.38	2.102
2.575	4.448	3.184
0.464	4.418	3.292
5.579	3.96	2.839
10.386	2.965	3.301
2.266	3.296	3.645
1.871	3.377	3.381
0.343	4.793	2.702
0.824	3.981	2.002
0.343	3.357	1.495
0.412	3.675	1.161
3.777	3.233	1.065
4.635	3.138	1.354
0.618	3.816	1.564
0.601	2.504	1.452
4.12	2.728	1.357
3.296	3.268	1.41
2.884	3.713	1.48
3.502	3.596	1.498
18.488	2.624	3.176
5.905	2.871	5.202
0.154	3.656	5.54
0.515	3.027	4.442
4.257	3.656	3.286
1.837	3.165	2.598
0	2.816	2.146
1.459	3.18	1.709
2.197	3.512	1.431
0.017	3.48	1.301
1.167	3.187	1.129
0.017	3.221	0.98
2.403	3.015	0.862
4.12	2.814	1.046
0.069	2.732	1.222
1.408	2.096	1.151
0.996	2.593	1.003
0.807	2.556	0.877
0.017	3.257	0.76
2.936	2.59	0.707
2.129	2.523	0.792
0.549	2.704	0.876
0.498	3.17	0.806
4.772	2.323	0.923
0.481	2.103	1.079
0	2.695	1.036
0.687	3.046	0.821
1.459	1.972	0.665
3.107	2.449	0.72
3.33	2.382	0.96
2.369	2.641	1.127
0.017	2.906	1.127
0	2.745	0.906
0.824	2.751	0.653
5.013	2.217	0.783
0	2.491	0.994
0	3.09	0.957
1.768	2.891	0.761
0	3.029	0.657
0.223	2.239	0.548
1.7	2.075	0.462
9.442	1.84	1.116
1.82	2.286	1.765
4.463	2.398	2.128
5.802	1.541	2.461
0.292	2.381	2.436
1.82	2.207	2.05
1.047	2.444	1.609
2.781	2.507	1.33
0	1.858	1.182
1.648	2.569	0.997
5.545	1.733	1.242
0.069	1.613	1.445
1.562	2.058	1.358
1.202	1.814	1.152
0.103	1.445	0.961
6.678	1.357	1.278
0.515	1.785	1.561
0.652	2.32	1.521
1.013	1.662	1.242
0.343	2.003	0.986
0.137	1.88	0.779
0	2.103	0.61
0.137	2.31	0.483
0.875	1.836	0.415
0.326	1.39	0.415
1.219	2.007	0.422
0.481	1.55	0.451
0	1.949	0.438
0.069	2.432	0.369
1.133	1.492	0.313
0	1.528	0.326
1.15	1.933	0.324
0.017	1.647	0.34
0.017	1.579	0.309
0.086	1.922	0.25
0.034	1.585	0.203
0	1.495	0.172
0.755	1.518	0.163
0.309	1.543	0.198
0.652	1.437	0.226
1.871	1.685	0.288
1.854	1.653	0.421
0.154	1.744	0.512
0.172	0.896	0.458
0	1.614	0.34
0.79	1.476	0.247
1.116	1.767	0.242
0.378	1.292	0.286
1.15	1.242	0.3
3.021	1.393	0.447
0.875	1.721	0.595
0.24	1.37	0.607
0.052	1.51	0.482
0.446	1.844	0.339
0	1.232	0.253
0.017	1.098	0.191
0.069	1.412	0.145
0.069	1.492	0.118
0.052	0.944	0.104
0.12	1.228	0.096
0.635	0.965	0.103
0.721	1.646	0.144
2.18	1.187	0.272
0.017	1.071	0.385
0.052	1.238	0.366
0.052	1.398	0.268
0.996	1.225	0.195
0	1.074	0.198
0	1.928	0.178
0.034	1.689	0.133
0	1.596	0.097
0	1.311	0.073
0	1.155	0.059
0	1.144	0.051
0	1.23	0.046
0.12	1.391	0.044
0.103	1.552	0.05
0	1.187	0.056
0.017	1.189	0.053
0	1.178	0.046
0.017	1.102	0.039
0	0.717	0.035
0	1.282	0.032
1.253	0.787	0.072
0.086	1.321	0.145
2.146	1.008	0.249
1.322	1.32	0.375
3.073	1.315	0.569
1.185	1.442	0.694
0.103	1.568	0.676
0	1.15	0.51
0.343	1.346	0.332
0	1.194	0.224
0	1.379	0.155
0.017	1.62	0.109
0	1.487	0.08
0.12	1.579	0.065
0.481	1.254	0.069
0.515	1.292	0.101
0.927	1.459	0.145
1.7	1.133	0.241
4.686	1.057	0.56
0	1.258	0.813
0	1.197	0.765
0	1.346	0.534
0.206	1.834	0.331
0.275	0.687	0.221
1.322	1.288	0.198
0.738	1.368	0.252
0	1.004	0.281
0	1.232	0.232
0	1.702	0.158
0	1.551	0.103
0.017	1.036	0.071
0.601	1.715	0.065
0.755	1.637	0.104
0.343	1.386	0.157
3.45	1.427	0.304
0.498	1.939	0.479
0.206	1.565	0.504
0	1.653	0.388
0.91	1.48	0.264
1.476	1.693	0.243
1.27	1.176	0.314
3.244	1.042	0.496
0.91	1.581	0.638
0.017	1.616	0.623
0	2.337	0.459
0.034	1.89	0.286
4.549	1.134	0.375
0.79	1.682	0.597
6.317	0.637	1.016
3.897	1.36	1.514
0.137	1.518	1.636
0.017	1.133	1.333
0	2.138	0.902
0	1.514	0.574
0.515	1.542	0.385
0.584	2.191	0.317
0.258	1.885	0.303
0.429	1.863	0.283
0	2.102	0.258
0.412	1.528	0.219
0.893	1.939	0.209
2.661	1.389	0.323
0.807	1.354	0.47
1.579	1.608	0.529
3.296	1.701	0.63
7.914	1.592	1.131
0.961	2.083	1.556
0	2.054	1.497
0	1.658	1.081
0.052	2.238	0.68
0.172	1.817	0.426
0.154	2.133	0.297
0.017	2.01	0.234
0	1.948	0.191
0	2.038	0.157
1.7	2.193	0.159
4.738	2.008	0.418
1.82	1.305	0.784
1.27	1.739	0.905
0.292	1.492	0.805
0.498	2.2	0.605
0	2.325	0.43
0.086	2.312	0.295
0	2.247	0.204
1.116	2.239	0.165
7.313	2.504	0.484
0.258	2.785	0.922
2.627	1.975	1.057
0.12	3.234	0.949
0.052	2.8	0.717
0.309	3.304	0.476
0	2.781	0.319
2.764	3.219	0.265
0.395	2.323	0.374
0.069	2.57	0.399
0.052	2.571	0.313
0.223	2.607	0.217
0	2.087	0.159
0.429	2.719	0.127
0.961	3.249	0.139
0.206	2.817	0.188
0	2.986	0.191
1.717	2.892	0.176
0.069	3.15	0.235
0.154	2.818	0.234
1.047	3.314	0.198
1.116	2.454	0.22
0.395	2.476	0.266
0.498	3.013	0.26
2.3	2.919	0.259
1.991	4.072	0.367
2.489	3.803	0.5
2.695	3.316	0.619
1.785	2.612	0.702
15.296	2.366	1.378
0.893	2.722	2.247
0.309	3.15	2.282
0.429	3.174	1.653
0.841	2.786	1.045
1.236	2.959	0.696
3.262	2.653	0.617
2.009	3.603	0.708
0.034	4.078	0.746
0	3.611	0.597
0	3.772	0.394
0.24	3.095	0.248
0.206	3.07	0.18
0	4.31	0.151
0.034	4.343	0.125
0.034	4.131	0.102
1.425	3.431	0.109
0.172	3.338	0.185
2.678	3.432	0.247
5.819	2.098	0.572
5.802	2.986	1.134
0.069	3.035	1.435
0.721	2.866	1.24
3.519	2.958	0.946
6.386	3.529	1.042
4.395	4.207	1.364
11.69	3.255	2.047
0.429	3.754	2.51
0.464	3.68	2.245
3.33	4.017	1.624
1.648	3.368	1.253
0.309	3.408	1.02
14.866	2.833	1.499
0.841	4.213	2.276
0.086	3.442	2.32
0.412	4.457	1.715
2.575	4.001	1.156
0.069	3.242	0.905
0.309	4.257	0.711
9.476	4.064	0.857
0.412	3.434	1.286
0.807	3.849	1.33
0.549	3.86	1.045
0.189	3.833	0.743
0.069	3.465	0.513
1.047	3.197	0.375
0.584	3.712	0.348
0.378	3.556	0.344
0.189	3.822	0.315
0.687	3.325	0.275
0.875	3.269	0.273
2.729	3.135	0.331
7.399	3.935	0.686
0.137	3.948	1.097
0.223	4.423	1.073
5.837	3.151	0.944
7.004	3.868	1.246
0.824	3.635	1.553
0.996	3.141	1.424
4.257	3.432	1.158
2.506	3.302	1.08
0.258	4.108	1.022
2.97	4.614	0.845
1.665	5.195	0.778
2.936	4.498	0.765
6.952	4.122	0.969
3.262	3.826	1.281
0.91	4.106	1.362
0.875	4.125	1.115
0	3.502	0.789
7.88	2.394	0.802
11.261	2.745	1.671
3.725	3.621	2.558
9.63	3.508	3.124
2.335	3.914	3.154
0.961	3.262	2.7
3.811	3.303	2.078
0.996	4.06	1.65
2.129	3.188	1.326
5.184	3.669	1.262
1.373	4.261	1.331
1.322	3.98	1.25
9.253	3.854	1.448
5.219	3.651	1.98
0.223	3.939	2.156
0.635	3.447	1.779
0.721	3.23	1.266
9.51	2.99	1.357
7.656	3.461	2.135
8.824	3.743	3.096
1.562	2.855	3.37
0.343	3.799	2.891
5.682	3.66	2.325
4.378	3.417	2.153
0.378	3.461	2.03
2.06	3.052	1.695
4.875	3.518	1.541
5.614	3.053	1.799
5.991	3.141	2.272
0.395	3.824	2.376
20.634	3.242	3.78
11.244	4.265	6.313
1.425	4.144	7.157
6.712	3.492	6.628
3.348	3.097	5.512
3.073	3.118	4.447
3.845	3.254	3.695
1.785	3.873	3.11
15.793	3.298	4.6
1.579	3.738	5.669
2.249	4.095	5.465
0.601	3.495	4.412
2.609	3.095	3.35
3.571	3.589	2.738
5.596	2.581	2.984
0.309	3.174	2.996
8.532	2.464	3.722
7.845	2.357	5.01
8.738	2.872	6.627
2.317	2.727	6.831
1.459	2.728	5.97
8.944	3.195	6.014
4.395	3.186	6.095
1.906	3.023	5.635
1.099	2.996	4.763
5.322	3.045	4.431
4.601	2.706	4.555
2.523	3.076	4.362
1.906	2.903	3.913
4.978	3.315	3.828
2.592	2.974	3.605
0.652	3.391	3.267
1.785	2.93	2.787
5.631	3.158	3.04
2.627	2.631	3.174
3.468	2.503	3.335
1.511	2.428	3.129
0.481	2.439	2.739
4.137	2.604	2.71
2.18	2.351	2.612
2.386	1.694	2.659
0.498	3.013	2.464
6.523	2.449	3.149
1.665	2.758	3.36
0.515	3.037	3.165
2.455	3.219	2.696
1.494	2.973	2.332
2.146	2.463	2.077
3.021	2.737	2.027
1.442	3.137	1.969
4.927	3.4	2.248
1.425	2.963	2.32
0.875	3.555	2.162
0.154	2.66	1.837
0.721	2.925	1.5
0.12	2.56	1.259
0	2.506	1.077
0.772	1.993	0.941
2.592	2.738	0.924
4.069	2.147	1.42
2.3	2.285	1.743
0.154	2.213	1.762
0.893	2.48	1.516
0.189	2.708	1.247
0.086	2.862	1.022
0.515	2.276	0.853
0.772	2.648	0.767
3.09	2.261	0.919
2.146	2.273	1.098
11.055	2.5	2.631
2.592	2.312	3.678
0.687	1.683	3.699
5.253	1.921	3.658
6.523	2.051	4.197
0.309	1.787	4.197
0.669	1.852	3.633
0.309	1.941	2.864
0	2.184	2.217
0	2.502	1.745
0.858	2.298	1.433
1.064	1.685	1.279
0.206	2.112	1.2
3.227	1.92	1.348
1.94	2.452	1.451
0.893	1.792	1.474
0	2.067	1.336
0.258	2.005	1.105
0	2.077	0.902
1.167	1.971	0.771
0.052	1.9	0.735
0.927	1.858	0.696
0.429	1.804	0.676
0.549	1.858	0.649
0.567	1.622	0.618
0.412	1.735	0.589
0.24	2.187	0.552
0	1.985	0.501
0	2.142	0.439
0.069	1.687	0.386
0.24	1.545	0.354
0.017	2.113	0.343
0.189	2.212	0.329
0.172	1.64	0.32
0.635	1.762	0.321
0.017	2.182	0.339
0.052	1.642	0.325
0.292	1.705	0.296
0	1.396	0.28
2.661	1.593	0.408
2.335	1.78	0.658
0.772	1.815	0.816
1.064	1.724	0.799
0.601	1.78	0.707
0	1.888	0.591
0	1.653	0.456
0	1.556	0.343
0	1.623	0.268
0.017	1.641	0.224
0	1.716	0.199
0	1.793	0.183
0	1.303	0.17
0	1.269	0.159
0	1.618	0.15
0.017	1.83	0.143
0.017	1.293	0.137
0.137	1.441	0.134
0.034	1.325	0.136
0.12	1.339	0.135
0	1.676	0.133
0	1.255	0.125
0	0.966	0.113
0.601	1.137	0.113
1.734	1.014	0.223
0.429	1.351	0.337
0.378	1.166	0.366
0.086	1.43	0.32
0.069	1.469	0.248
0	0.907	0.185
0.412	1.425	0.146
0	1.428	0.142
0	0.668	0.13
0	1.148	0.108
0	1.325	0.089
0.034	2.03	0.078
0	1.121	0.072
0.721	1.237	0.079
2.129	1.264	0.209
